"Literaturnummer";"Fundplatznummer";"Seitenzahl";"Katalognummer"
490;3004;;
504;3003;;
505;124;;
506;122;"317f.";
506;124;"403ff.";
506;125;"319f.";"1"
506;126;"320";"2"
506;518;"328f.";
506;528;"454ff.";
506;640;"445";
506;642;"483";"1"
506;643;"326f.";
506;667;"433f.";
506;743;"405f.";
506;1975;"485";"3"
506;2096;"473";
506;2182;"447";
506;2391;"408ff.";
506;2522;"327f.";
506;3049;"483";"2"
506;3050;"485";"4"
506;3074;"287ff.";
508;2333;;
645;960;"33f.";
660;106;"184";"130"
660;140;"269";"418"
660;1545;"186f.";"136"
660;1546;"150f.";"36"
660;1547;"151";"37 (unter 'Aulzhausen')"
660;1550;"143";"17"
660;1551;"166f.";"86"
660;1552;"158ff.";"68"
660;1553;"160";"69"
660;1555;"154";"51"
660;1556;"149f.";"34"
660;1557;"143";"18"
660;1558;"149";"33"
660;1560;"184";"131"
660;1562;"154";"52"
660;1564;"151";"41"
660;1565;"151";"39"
660;1570;"152";"44"
660;1571;"151";"42"
660;1572;"151";"40"
660;1573;"151";"40"
660;1574;"151";"43 (unter 'Bachern')"
660;1575;"187";"138"
660;1576;"188";"141"
660;1577;"188";"140"
660;1578;"187f.";"139"
660;1580;"188";"142"
660;1628;"185";"132,2; 133"
660;1629;"184f.";"132"
660;1631;"136";"9"
660;1632;"185";"133 (unter 'Graben')"
660;1633;"185";"133 (unter 'Graben')"
660;1637;"136";"9"
660;1639;"185f.";"134"
660;1640;"185";"134"
660;1642;"137ff.";"11-12"
660;1643;"136f.";"10"
660;1644;"174";"100"
660;1654;"149";"31"
660;1655;"146ff.";"27"
660;1656;"146";"25"
660;1657;"145";"23"
660;1658;"144f.";"22"
660;1659;"146";"26"
660;1660;"144";"20"
660;1662;"149";"29"
660;1663;"143f.";"19"
660;1666;"141";"14"
660;1669;"149";"30"
660;1671;"142f.";"16"
660;1672;"150";"35"
660;1673;"164";"78"
660;1674;"164";"79"
660;1675;"166";"85"
660;1677;"172";"92"
660;1678;"165";"81"
660;1679;"171f.";"90"
660;1680;"167ff.";"89"
660;1681;"165";"82"
660;1682;"172";"91"
660;1683;"167";"88"
660;1684;"172";"95"
660;1686;"172f.";"96"
660;1687;"161";"70"
660;1689;"161";"74"
660;1690;"156";"59"
660;1691;"156";"60"
660;1692;"152";"45"
660;1693;"153";"48"
660;1695;"156";"62"
660;1697;"155";"56 ('Ettenbeuren')"
660;1698;"155";"58"
660;1699;"155";"55"
660;1701;"161";"72"
660;1703;"161";"73"
660;1705;"154f.";"54"
660;1706;"154";"53"
660;1707;"161";"71"
660;1709;"161f.";"75"
660;1711;"135";"6"
660;1712;"135";"5"
660;1713;"135";"7"
660;1714;"133f.";"1"
660;1717;"163";"76"
660;1718;"165";"83"
660;1721;"157";"64"
660;1722;"157f.";"66"
660;1723;"158";"67"
660;1726;"180";"118"
660;1727;"182";"124"
660;1728;"182f.";"125"
660;1730;"179";"111"
660;1731;"183";"126"
660;1733;"180";"119 [unter 'Holzschwang']"
660;1736;"182";"122"
660;1737;"182";"123"
660;1740;"180ff.";"121"
660;1741;"179";"113"
660;1742;"179";"112"
660;1744;"180";"120"
660;1746;"180";"117"
660;1747;"183";"129"
660;1750;"254";"345"
660;1820;"135f.";"8"
660;2229;"272";"433 [unter 'Kneiting']"
660;2233;"274f.";"445"
660;2245;"271";"430 [unter 'Burgweinting']"
660;2246;"271f.";"431 [unter 'Burgweinting']"
660;2247;"272";"432 [unter 'Harting']"
660;2248;"272f.";"435 [unter 'Moosham-Aukofen']"
660;2249;"273";"437"
660;2250;"273";"438 [unter 'Petzkofen']"
660;2251;"273";"439"
660;2252;"273";"439"
660;2254;"274";"440 [unter 'Sarching']"
660;2255;"274";"443"
660;2257;"271";"427"
660;2258;"271";"428"
660;2366;"141";"15"
660;2441;"155";"57"
660;2476;"151";"38"
660;2546;"260";"370 [unter 'Schönbrunn-Haag']"
660;2632;"260";"372 [unter 'Wolfsbach']"
660;2633;"268";"411"
660;2634;"257f.";"364 [unter 'Haunersdorf']"
660;2635;"269";"419 [unter 'Oberpöhring']"
660;2636;"250";"330"
660;2637;"250";"329"
660;2640;"256";"359"
660;2641;"256";"360 [unter 'Haunersdorf']"
660;2643;"251";"333 (unter 'Tunding')"
660;2644;"257f.";"364"
660;2645;"255";"355 (unter 'Staatswald Essinger Forst')"
660;2646;"255f.";"356 (unter 'Strausacker')"
660;2648;"254f.";"346.348-351"
660;2649;;"357"
660;2650;"259";"368"
660;2651;"259f.";"369"
660;2653;"262f.";"379"
660;2654;"260";"371 (unter 'Veitsbuch')"
660;2658;"262";"378"
660;2659;"252";"335"
660;2660;"251f.";"334"
660;2662;"252";"336"
660;2663;"265";"390"
660;2665;"261";"373"
660;2668;"261f.";"377 (unter Hadersbach')"
660;2729;"174";"98"
660;2730;"174";"101"
660;2731;"174";"102"
660;2732;"175f.";"103"
660;2733;"176";"104"
660;2734;"176";"105"
660;2735;"177f.";"107.108"
660;2736;"178";"109 [unter 'Weichering']"
660;2737;"178f.";"110"
660;2738;"187";"137"
660;2739;"189f.";"144 [unter 'Emmerting-Bruck']"
660;2740;"190";"145"
660;2741;"190f.";"146 (unter 'Gufflham')"
660;2742;"191";"147"
660;2754;"191";"150"
660;2755;"191";"151"
660;2756;"191";"152"
660;2757;"191f.";"153"
660;2758;"192";"154"
660;2759;"193";"156"
660;2760;"193";"157"
660;2761;"193";"159"
660;2762;"194";"162"
660;2763;"194";"164"
660;2764;"196";"170"
660;2765;"196";"170"
660;2766;"196";"171 (unter 'Kammerberg-Weissling')"
660;2767;"196";"172"
660;2768;"197";"174 (unter 'Schlipps')"
660;2769;"197";"175"
660;2770;"198";"176"
660;2771;"198";"177"
660;2772;"198";"178"
660;2773;"198";"180"
660;2774;"199f.";"181"
660;2775;"200";"182 (unter 'Mittelstetten')"
660;2776;"200";"183"
660;2777;"200";"184"
660;2778;"200";"185"
660;2779;"200f.";"186"
660;2780;"201ff.";"187"
660;2781;"203f.";"188"
660;2782;"205";"190 (unter 'Eitensheim')"
660;2783;"206";"194"
660;2784;"206";"195"
660;2785;"206";"196"
660;2786;"206f.";"197"
660;2787;"207";"198"
660;2788;"207";"199"
660;2789;"207";"202"
660;2790;"208";"204"
660;2791;"209";"208"
660;2792;"209";"209"
660;2793;"209";"210 [unter 'Oberigling']"
660;2795;"209f.";"214"
660;2796;"210";"215"
660;2797;"210";"216 [unter 'Unterschondorf']"
660;2798;"210";"218 [unter 'Holzhausen-Wimmern]"
660;2799;"210";"220 (unter 'Stötten')"
660;2800;"211";"223"
660;2801;"211";"224"
660;2802;"212";"225"
660;2803;"212";"226 [unter 'Sendling']"
660;2804;"213";"228"
660;2805;"213";"229"
660;2806;"213f.";"230"
660;2807;"214";"231"
660;2808;"214";"233"
660;2809;"214";"234"
660;2810;"214ff.";"235"
660;2811;"217";"236"
660;2812;"217";"237"
660;2813;"218";"238 [unter 'Sulzbach-Menzenbach']"
660;2814;"218";"239"
660;2815;"218";"241"
660;2816;"218";"242"
660;2817;"219";"243 [ unter 'Gerolsbach-Schleichern']"
660;2818;"219";"244"
660;2819;"219";"245"
660;2820;"219";"246 [unter 'Rettenbach']"
660;2821;"219";"247 [unter 'Singenbach-Weilerau']"
660;2822;"220f.";"248"
660;2823;"221";"249"
660;2824;"221";"250"
660;2825;"221f.";"251 [unter 'Gauting']"
660;2826;"221f.";"252"
660;2827;"221f.";"253"
660;2828;"222";"254"
660;2829;"222f.";"255"
660;2830;"223";"256"
660;2831;"223";"258"
660;2832;"223";"259"
660;2833;"223ff.";"260"
660;2834;"225f.";"261"
660;2835;"226";"262"
660;2836;"226";"263"
660;2837;"226";"264"
660;2838;"226";"265"
660;2839;"226";"266"
660;2840;"227";"267"
660;2841;"227f.";"269 [unter 'Haslach-Haid']"
660;2842;"228f.";"271.272"
660;2843;"229";"273 [unter 'Niederseeon']"
660;2844;"229f.";"274"
660;2845;"230";"275 [unter 'Traunwalchen-Arleting']"
660;2846;"230";"276"
660;2847;"230f.";"278 [unter 'Steppach']"
660;2848;"232";"279 [unter 'Deutenhausen-Marnbach']"
660;2849;"232";"280"
660;2850;"232ff.";"281"
660;2851;"234f.";"282"
660;2852;"235f.";"284"
660;2853;"236f.";"286"
660;2854;"237";"287"
660;2855;"237";"288, 2"
660;2856;"237";"288, 3"
660;2857;"237";"289"
660;2858;"237";"290"
660;2859;"238";"291"
660;2860;"238";"292"
660;2861;"238";"293"
660;2862;"239";"294"
660;2863;"239";"295"
660;2864;"239";"296"
660;2865;"239f.";"297"
660;2866;"240";"298"
660;2867;"240";"300"
660;2868;"240";"301"
660;2869;"241";"303"
660;2870;"241f.";"304"
660;2871;"243";"305"
660;2872;"243f.";"306"
660;2873;"244";"307 [unter 'Wielenbach'"
660;2874;"244";"308"
660;2875;"245";"310 [unter 'Bachhausen']"
660;2876;"245f.";"311 [unter 'Dorfen-Meilenberg']"
660;2877;"246";"312 [unter 'Höhenrain']"
660;2878;"246";"313 [unter 'Höhenrain']"
660;2879;"246";"314"
660;2880;"246";"315 [unter 'Münsing' (heute Ldkr. Bad Tölz-Wolf.)]"
660;2881;"246f.";"316"
660;2882;"247";"317"
660;2883;"247";"318"
660;2884;"247";"319"
660;2885;"247";"320"
660;2886;"253";"339 [unter 'Dünzling']"
660;2887;"255";"353"
660;2888;"265";"394"
660;3057;"218";"240"
660;3059;"194";"161 [unter 'Ebersberger Forst']"
660;3061;"193";"163"
660;3120;"264";"387"
730;2794;;
763;11;"352f.";"259 [unter 'Eggersberg-Oberhofen']"
763;1752;"351";"256"
763;1753;"283";"108b [unter 'Zangenstein']"
763;1754;"282f.";"108a [unter 'Uckersdorf']"
763;1959;"234";"1 [unter 'Adlholz-Oberschalkenbach']"
763;1960;"234f.";"2"
763;1961;"235";"4"
763;1962;"235f.";"5"
763;1963;"236";"6"
763;1964;"236";"7"
763;1965;"236";"8 [unter 'Diebis']"
763;1966;"236";"9 [unter 'Egelsheim']"
763;1967;"237";"11"
763;1968;"237";"12"
763;1969;"237f.";"14"
763;1970;"238";"15 [unter 'Gailloh-Rammertshof (!)]"
763;1971;"238";"16 [unter 'Garsdorf-Gunzelsdorf']"
763;2012;"238";"17"
763;2013;"238";"18"
763;2014;"239";"19 [unter 'Irlbach-Oedgodlricht']"
763;2015;"239";"20 [unter 'Irlbach-Oedgodlricht']"
763;2016;"239";"21 [unter 'Irlbach/Weissenberg-Oedgodlricht']"
763;2017;"239f.";"22 [unter 'Köfering']"
763;2018;"241";"26 [unter 'Ursulapoppenricht-Godlricht']"
763;2019;"242";"28 [unter 'Weissenberg-Eberhardsbühl']"
763;2020;"242";"29 [unter 'Wolfsbach-Götzenöd']"
763;2021;"242";"30 [unter 'Amtmannsdorf']"
763;2022;"243ff.";"44 [unter 'Höfen-Obernricht']"
763;2023;"249";"45 [unter 'Ittelhofen']"
763;2024;"249";"47 [unter 'Kottingwört-Leising']"
763;2025;"249";"48 [unter 'Ottmaring']"
763;2026;"250";"49 [unter 'Paulushofen']"
763;2027;"251f.";"50 [unter 'Staufersbuch']"
763;2028;"252f.";"51 [unter 'Thann-Dietersberg']"
763;2029;"253ff.";"52 [unter 'Thann-Neuhaus']"
763;2030;"255";"53"
763;2031;"256f.";"54"
763;2032;"257f.";"57 [unter 'Dietldorf']"
763;2033;"258";"58 [unter 'Dietldorf-Machtlwies']"
763;2059;"258f.";"60 [unter 'Fischbach']"
763;2060;"260";"61"
763;2061;"260f.";"62"
763;2062;"261";"63 [unter 'Gögglbach-Naabsiegenhofen']"
763;2063;"261f.";"64 [unter 'Höchensee-Markhof']"
763;2064;"262";"68"
763;2065;"263";"70 [unter 'Lanzenried-Hub']"
763;2066;"263f.";"72"
763;2067;"264";"73"
763;2068;"264";"74"
763;2069;"265f.";"75"
763;2070;"266";"76"
763;2071;"267";"79"
763;2072;"268";"81"
763;2073;"268f.";"82 [unter 'Ranzenthal-Ortlesbrunn']"
763;2074;"269f.";"83a [unter 'Iffelsdorf']"
763;2075;"270";"84 [unter 'Neunaigen-Maierhof']"
763;2076;"271";"87 [unter 'Dietkirchen-Niederhofen']"
763;2077;"273ff.";"89 [unter 'Labersricht']"
763;2078;"276f.";"90 [unter 'Leutenbach']"
763;2079;"277f.";"93 [unter 'Pavelsbach']"
763;2080;"278";"94 [unter 'Pettenhofen']"
763;2081;"278f.";"95.96 [unter 'Pfaffenhofen']"
763;2082;"279";"98 [unter 'Pfaffenhofen-Schlögelsmühle']"
763;2083;"279";"99 [unter 'Pfeffertshofen']"
763;2111;"280f.";"101 [unter 'Sondersfeld-Kittenhausen']"
763;2112;"282";"106 [unter 'Trautmannshofen']"
763;2113;"282";"107 [unter 'Trautmannshofen-Buschhof']"
763;2114;"282";"108 [unter 'Winkl-Reusch']"
763;2117;"284";"109 [unter 'Oberwildenau']"
763;2118;"286";"112 [unter 'Batzhausen-Waldhausen']"
763;2119;"286f.";"113"
763;2135;"287";"114"
763;2136;"287f.";"115"
763;2137;"288";"116"
763;2138;"288";"118"
763;2139;"288f.";"119 [unter 'Daßwang-Willmannsdorf']"
763;2140;"289";"120 [unter 'Degerndorf']"
763;2141;"289";"121 [unter 'Degerndorf']"
763;2142;"290";"123 [unter 'Degerndorf']"
763;2143;"294ff.";"125 [unter 'Degerndorf-Gottesberg']"
763;2144;"296";"126 [unter 'Degerndorf-Gottesberg']"
763;2145;"296f.";"128 [unter 'Degerndorf-Pöfersdorf']"
763;2146;"297";"129 [unter 'Degerndorf-Rackendorf']"
763;2147;"297ff.";"129a [unter 'Degerndorf-Rammersdorf']"
763;2148;"299f.";"131 [unter 'Deusmauer']"
763;2149;"300";"132 [unter 'Dürn']"
763;2150;"301";"134"
763;2151;"301f.";"135"
763;2152;"302f.";"136 [unter 'Günching-Krondorf']"
763;2153;"303";"137 [unter 'Haag-Friesenhof']"
763;2154;"303f.";"139 [unter 'Hörmannsdorf']"
763;2155;"304f.";"140-144"
763;2156;"306ff.";"146 [unter 'Lengenfeld']"
763;2157;"310";"147 [unter 'Lengenfeld']"
763;2158;"310";"148 [unter 'Lengenfeld']"
763;2159;"311";"150 [Velburg-Harenzhofen']"
763;2160;"311";"152"
763;2161;"313";"154.155 [unter 'Markstetten']"
763;2162;"313";"156.157 [unter 'Markstetten-Kleinmittersdorf']"
763;2163;"313";"158 [unter 'Markstetten-Lauf']"
763;2164;"313f.";"159 [unter 'Mausheim']"
763;2165;"314";"160 [unter 'Mausheim-Oberndorf']"
763;2166;"315";"161"
763;2167;"315";"163.164"
763;2168;"315";"165"
763;2169;"216";"166"
763;2170;"316";"167"
763;2171;"216f.";"168"
763;2172;"317";"169.170"
763;2173;"317ff.";"171 [unter 'Oberpfraundorf-Schrotzhofen']"
763;2174;"319";"173 [unter 'Oberwiesenacker-Hilzhofen']"
763;2212;"319ff.";"174 [unter 'Oberwiesenacker-Unterwiesenacker']"
763;2213;"321f.";"175"
763;2214;"322";"176"
763;2215;"322f.";"177 [unter 'Prönsdorf']"
763;2216;"324";"180 [unter 'Ronsolden']"
763;2217;"324";"181 [unter 'Rudenshofen']"
763;2218;"324f.";"182 [unter 'Rudenshofen-Hackenhofen']"
763;2219;"325";"183-185 [unter 'Schwarzenthonhausen']"
763;2220;"325";"186 [unter 'Schwarzenthonhausen-FB Thonberg']"
763;2221;"325f.";"187 [unter 'Schwarzenthonhausen-Hardt']"
763;2222;"326f.";"189 [unter 'Schwarzenthonhausen-Hatzenhof']"
763;2223;"327";"192"
763;2224;"327f.";"193"
763;2225;"328";"194-196"
763;2226;"329";"198 [unter 'Willenhofen-Kripfling']"
763;2227;"330";"204"
763;2228;"330f.";"206 [unter 'Kiefenholz-Giffa']"
763;2229;"331";"207 [unter 'Kneiting']"
763;2230;"331";"208"
763;2231;"331f.";"209 [unter 'Ponholz-Hagenau']"
763;2232;"332f.";"210 [unter 'Schönleiten-Mettenbach']"
763;2233;"333ff.";"212"
763;2245;"337f.";"215 [unter 'Burgweinting']"
763;2246;"338";"216 [unter 'Burgweinting']"
763;2247;"339ff.";"219 [unter 'Harting']"
763;2248;"344";"229 [unter 'Moosham-Aukofen']"
763;2249;"344f.";"231"
763;2250;"345";"232 [unter 'Petzkofen']"
763;2251;"346";"234"
763;2252;"346";"235"
763;2253;"346";"236 [unter 'Sanding-Untersanding']"
763;2254;"346f.";"237 [unter 'Sarching']"
763;2255;"348f.";"244"
763;2256;"349";"246"
763;2257;"349";"248"
763;2258;"350";"252"
763;2259;"351";"255"
763;2260;"352";"257-258"
763;2262;"353";"260 [unter 'Eggersberg-Oberhofen']"
763;2263;"353f.";"261 [unter 'Meihern/Eggersberg']"
763;2264;"354; 360f.";"262; 267a"
763;2265;"354";"263 [unter 'Pondorf']"
763;2266;"354f.";"264 ['Premerzhofen']"
763;2267;"355ff.";"265 [unter 'Prunn']"
763;2282;"357ff.";"266 [unter 'Prun-Pillhausen (Kastlhof)']"
763;2283;"360";"267"
763;2285;"361";"268"
763;2286;"361f.";"269 [unter 'Staadorf-Muttenhofen']"
763;2287;"362";"270 [unter 'Staadorf-Wimpasing']"
763;2288;"363";"271 [unter 'Thann']"
763;2289;"351; 363";"254; 272 [unter 'Altmühlmünster' bzw. 'Zell']"
763;2290;"363f.";"273"
763;2291;"364";"274"
763;2292;"364";"275 [unter 'Augsberg-Wirsfeld']"
763;2293;"364";"276 [unter 'Bachetsfeld']"
763;2294;"364";"277 [unter 'Bachetsfeld-Schwand']"
763;2295;"365";"278 [unter 'Dietersberg-Kühnhof']"
763;2296;"365";"279"
763;2297;"365ff.";"280 [unter 'Eschenfelden-Pruppach/-Riglashof']"
763;2298;"369f.";"283"
763;2299;"370ff.";"285"
763;2300;"373f.";"286"
763;2301;"374f.";"287 [unter 'Holnstein-Oberreinbach']"
763;2302;"375f.";"289"
763;2303;"376";"290"
763;2304;"377f.";"292"
763;2305;"378ff.";"293 [unter 'Kirchenreinbach']"
763;2315;"380f.";"294 [unter 'Mittelreinbach']"
763;2316;"381f.";"295 [unter 'Mittelreinbach-Föderricht']"
763;2317;"382ff.";"296 [unter 'Mittelreinbach-Gaisheim']"
763;2318;"385f.";"297 [unter 'Mittelreinbach-Steinbach']"
763;2319;"386";"298 [unter 'Namsreuth-Pruihausen']"
763;2320;"386";"299 [unter 'Neidstein-Albersdorf']"
763;2321;"386";"300 [unter 'Poppberg']"
763;2322;"386f.";"301 [unter 'Poppberg-Matzenhof']"
763;2323;"388f.";"303 [unter 'Schwend']"
763;2324;"389f.";"304"
763;2325;"390";"306"
763;2326;"390";"307 [unter 'Sunzendorf-Dollmannsberg']"
763;2327;"391";"308"
763;2328;"391";"310"
778;63;"134";"130"
778;106;"111; 143";"22; 171"
778;123;"121";"67"
778;133;"115";"38"
778;139;"112f.";"27"
778;141;"110f.";"19"
778;516;"123";"77"
778;521;"134f.";"134 II"
778;528;"108";"12"
778;570;"138";"147"
778;573;"131";"119"
778;574;"111";"23"
778;602;"142";"165"
778;611;"129f.";"112"
778;639;"129";"109 [unter 'Munderkingen']"
778;642;"140f.";"154"
778;651;"124";"82"
778;674;"141";"160"
778;695;"139f.";"153"
778;714;"144";"178"
778;718;"115";"37"
778;734;"130";"113"
778;740;"111f.";"24"
778;748;"122";"72"
778;770;"128";"102"
778;775;"113";"28"
778;800;"120";"59"
778;821;"108; 127";"13; 97"
778;844;"120";"60"
778;853;"142";"166"
778;856;"122";"71"
778;861;"133";"126"
778;874;"127f.";"101"
778;877;"143f.";"173"
778;889;"115";"41 I"
778;890;"115";"41 II"
778;900;"124";"84"
778;904;"132";"124"
778;942;"130";"115"
778;953;"139";"152"
778;954;"130";"114 [unter 'Neudorf']"
778;956;"125";"89"
778;1258;"108f.";"14"
778;1264;"131";"121 [unter 'Oberwaldbehrungen']"
778;1275;"120";"62"
778;1354;"121";"64"
778;1397;"116";"45"
778;1400;"128";"103"
778;1410;"139";"151"
778;1411;"139";"151"
778;1462;"125";"87"
778;1464;"141";"158"
778;1488;"125";"86"
778;1505;"119";"57"
778;1562;"112";"26b"
778;1565;"117f.";"50"
778;1680;"127";"100"
778;1691;"134";"132"
778;1787;"144";"174 [unter 'Westheim']"
778;1806;"109";"15"
778;1834;"127";"99"
778;1848;"142";"161"
778;1853;"138f.";"149"
778;1877;"144";"177"
778;1889;"143";"169"
778;1935;"141";"155"
778;1981;"142f.";"167"
778;2029;"130f.";"116"
778;2042;"136";"138"
778;2060;"136f.";"140"
778;2062;"129";"111"
778;2076;"114";"34"
778;2119;"110";"17"
778;2133;"124";"79"
778;2143;"120";"61"
778;2147;"133f.";"129 [unter 'Ramersdorf']"
778;2148;"114";"33"
778;2152;"121";"66"
778;2156;"126";"94f."
778;2159;"122";"70"
778;2168;"121f.";"68"
778;2194;"131";"120"
778;2215;"132f.";"125"
778;2270;"129";"107"
778;2289;"107";"9"
778;2297;"133";"127"
778;2302;"119";"56"
778;2317;"118";"52"
778;2341;"110";"16 II"
778;2342;"109f.";"16 I"
778;2349;"114";"32"
778;2406;"125";"88"
778;2409;"115";"40"
778;2465;"119";"58"
778;2481;"137f.";"144"
778;2502;"134f.";"134 I"
778;2514;"135";"135"
778;2516;"123";"76"
778;2525;"142";"162"
778;2532;"141";"159"
778;2636;"138";"148"
778;2735;"142";"163"
778;2736;"143";"172 [unter 'Weichering']"
778;2739;"116";"46 [unter 'Emmerting-Bruck']"
778;2740;"118f.";"53b"
778;2772;"118";"51"
778;2780;"128";"104 [unter 'Mühlhart']"
778;2789;"120";"63 [unter 'Großmehring']"
778;2801;"128";"105"
778;2808;"133";"128 I"
778;2810;"133";"128 II"
778;2812;"124";"81"
778;2822;"107f.";"10"
778;2825;"119";"55"
778;2830;"127";"95"
778;2850;"115f.";"42"
778;2851;"116";"47"
778;2852;"123f.";"78"
778;2864;"134";"133"
778;2867;"138";"145"
778;2871;"144";"175 I"
778;2872;"144";"175 II"
778;2888;"108";"11"
778;2930;"128";"106"
778;3062;"121";"65"
778;3104;"127";"98"
778;3105;"137";"141"
780;1992;"77f.";
783;676;;
784;7;"238";"47"
784;2416;"254f.";"69"
785;3035;"175";"1"
857;2839;"16ff.";
857;2840;"16ff.";
857;2850;"50ff.";
857;2851;"34ff.";
857;2852;"39ff.";
857;2857;"7ff.";
857;2858;"7ff.";
857;2859;"7ff.";
857;2860;"7ff.";
857;2861;;
857;2862;"64ff.";
857;2863;"64ff.";
857;2864;"64ff.";
857;2865;"64ff.";
857;2866;"64ff.";
857;2867;"52f.";
857;2869;"56ff.";
857;2870;"56ff.";
857;2871;"18ff.";
857;2872;"18ff.";
857;2873;"18ff.";
857;2874;"18ff.";
858;19;"9ff.";
858;121;"19";
858;122;"21f.";
858;123;"22ff.";
858;124;"20f.";
858;1889;"41";
858;1890;"19";
858;1919;"12f.";
858;2042;"3ff.";
858;2095;"31ff.";
858;2096;"31";
858;2101;"12";
858;2133;"33ff.";
858;2333;"24ff.";
858;2340;"26f.";
858;2411;"18";
858;2412;"19";
858;2417;"29ff.";
858;2459;"15f.";
858;2460;"13ff.";
858;2469;"43f.";
858;2516;"17f.";
899;19;"23f.";
899;32;"244";
899;121;"102f.";
899;122;"184f.";
899;123;"181ff.";
899;124;"187ff.";
899;125;"195";
899;126;"195";
899;138;"40ff.";
899;139;"39ff.";
899;659;"109ff.";
899;1890;"135f.";
899;1919;"76";
899;1933;"4f.";
899;1981;"65ff.";
899;1983;"59ff.";
899;1991;"31ff.";
899;2042;"80ff.";
899;2097;"203f.";
899;2101;"16f.";
899;2180;"62f.";
899;2181;"63";
899;2307;"44";
899;2313;"239ff.";
899;2333;"214ff.";
899;2340;"202f.";
899;2375;"130f.";
899;2379;"18";
899;2384;"131f.";
899;2411;"7";
899;2412;"7";
899;2455;"152ff.";
899;2459;"19f.";
899;2460;"19f.";
899;2471;"10f.";
899;2512;"56ff.";
899;2516;"10";
899;2625;"17f.";
899;2907;"460";"320"
899;3074;"22";
899;3077;"45f.";
899;3078;"108";"190"
900;60;"446";
900;62;"346";
900;63;"346ff.";
900;120;"445";
900;133;"404f.";
900;134;"408";"2"
900;135;"408";"3"
900;136;"407f.";
900;1883;"94ff.";
900;1885;"89";
900;1887;"410";
900;1888;"423f.";
900;1889;"316ff.";
900;1973;"456f.";
900;1988;"342ff.";
900;1989;"353ff.";
900;1990;"364";
900;2095;"57ff.";
900;2096;"54f.";
900;2133;"169ff.";
900;2178;"430f.";
900;2190;"131f.";
900;2272;"313f.";
900;2367;"452";
900;2374;"215";
900;2380;"91f.";
900;2417;"52ff.";
900;2434;"269";
900;2469;"326f.";
900;2504;"325f.";
900;3104;"109";
900;3105;"203";
930;1755;"98";"1"
930;1756;"98";"3"
930;1757;"99";"4"
930;1758;"99";"5"
930;1759;"99";"6"
930;1760;"99f.";"7"
930;1761;"100f.";"8"
930;1762;"101";"9"
930;1763;"101";"10"
930;1764;"101";"11"
930;1765;"102";"13"
930;1766;"102";"14"
930;1767;"102";"16"
930;1768;"102";"15"
930;1769;"102ff.";"17"
930;1770;"108f.";"18"
930;1771;"109";"19"
930;1772;"109f.";"20"
930;1773;"110";"21"
930;1774;"110ff.";"22"
930;1775;"115";"23"
930;1776;"115";"24"
930;1777;"115";"25"
930;1778;"116";"27 [unter 'Vestenbergsgreuth-Weikersdorf']"
930;1779;"116f.";"29"
930;1780;"117f.";"30"
930;1781;"118f.";"31"
930;1782;"119";"32"
930;1783;"119";"33"
930;1784;"119";"34"
930;1785;"119";"35"
930;1786;"119f.";"36"
930;1787;"120";"37"
930;1788;"120f.";"38"
930;1789;"121";"39"
930;1790;"121";"40"
930;1791;"121";"41"
930;1792;"121ff.";"42"
930;1793;"123";"43"
930;1794;"123";"44"
930;1795;"123";"45"
930;1796;"123f.";"46"
930;1797;"124f.";"47"
930;1799;"126";"49"
930;1800;"126f.";"50"
930;1801;"127f.";"51"
930;1802;"128";"52"
930;1803;"128f.";"53"
930;1804;"129f.";"54"
930;1805;"130";"55"
930;1806;"131ff.";"56"
930;1807;"142";"57"
930;1808;"142";"58"
930;1809;"142f.";"59"
930;1810;"143";"60"
930;1811;"143";"61"
930;1812;"143f.";"62"
930;1813;"144ff.";"63"
930;1814;"147ff.";"64"
930;1815;"150";"65 [unter 'Nürnberg']"
930;1816;"150f.";"66 [unter 'Pommelsbrunn-Hartmannshof']"
930;1817;"151f.";"67"
930;1818;"152";"68"
930;1829;"152f.";"69"
930;1830;"153f.";"70"
930;1831;"154";"71"
930;1832;"154";"72"
930;1833;"154f.";"73"
930;1834;"156f.";"75"
930;1835;"156";"74"
930;1836;"157";"76"
930;1837;"158";"77"
930;1838;"158";"78"
930;1839;"158";"79"
930;1840;"158ff.";"80"
930;1841;"164";"82"
930;1842;"164ff.";"83"
930;1843;"166ff.";"84"
930;1844;"169";"85"
930;1845;"169f.";"86"
930;1846;"170";"88"
930;1847;"171";"91"
930;1848;"171";"92"
930;1849;"171";"93"
930;1850;"171f.";"94"
930;1851;"173";"95"
930;1852;"173";"96"
930;1853;"173";"97"
930;1854;"173f.";"98"
930;1855;"174";"99"
930;1856;"174";"100"
930;1857;"174";"101"
930;1858;"174f.";"102"
930;1859;"175f.";"103"
930;1860;"176";"104"
930;1861;"177f.";"106"
930;1862;"178";"107"
930;1863;"178f.";"108"
930;1864;"179";"109"
930;1865;"180";"111"
930;1866;"180f.";"112"
930;1867;"181";"113"
930;1868;"181f.";"114"
930;1869;"182f.";"115"
930;1936;"183";"116"
930;1937;"184";"117 A"
930;1938;"184f.";"117 B"
930;1939;"185";"118 A"
930;1940;"185";"118 B"
930;1941;"185";"119 A"
930;1942;"186";"120"
930;1943;"186";"121"
930;1944;"187";"122"
930;1945;"187";"123"
930;1946;"187";"124"
930;1947;"187f.";"125"
930;1948;"188";"126"
